filename,dimensions,format
people\human\c0401\obj\face\f0101\texture\c0401f0101_etc_norm.dds,256x512,BC3_UNORM
people\human\c0401\obj\face\f0102\texture\c0401f0102_etc_norm.dds,256x512,BC3_UNORM
people\human\c0401\obj\face\f0103\texture\c0401f0103_etc_norm.dds,512x512,BC3_UNORM
people\human\c0401\obj\face\f0104\texture\c0401f0104_etc_norm.dds,256x512,BC3_UNORM
people\human\c0501\obj\face\f0001\texture\c0501f0001_etc_norm.dds,512x512,BC3_UNORM
people\human\c0501\obj\face\f0002\texture\c0501f0002_etc_norm.dds,512x512,BC3_UNORM
people\human\c0501\obj\face\f0003\texture\c0501f0003_etc_norm.dds,512x512,BC3_UNORM
people\human\c0501\obj\face\f0004\texture\c0501f0004_etc_norm.dds,512x512,BC3_UNORM
people\human\c0601\obj\face\f0001\texture\c0601f0001_etc_norm.dds,512x512,BC3_UNORM
people\human\c0601\obj\face\f0002\texture\c0601f0002_etc_norm.dds,512x512,BC3_UNORM
people\human\c0601\obj\face\f0003\texture\c0601f0003_etc_norm.dds,512x512,BC3_UNORM
people\human\c0601\obj\face\f0004\texture\c0601f0004_etc_norm.dds,512x512,BC3_UNORM
people\human\c0701\obj\face\f0001\texture\c0701f0001_etc_norm.dds,256x512,BC3_UNORM
people\human\c0701\obj\face\f0002\texture\c0701f0002_etc_norm.dds,256x512,BC3_UNORM
people\human\c0701\obj\face\f0003\texture\c0701f0003_etc_norm.dds,256x512,BC3_UNORM
people\human\c0701\obj\face\f0004\texture\c0701f0004_etc_norm.dds,256x512,BC3_UNORM
people\human\c0701\obj\face\f0102\texture\c0701f0102_etc_norm.dds,256x512,BC3_UNORM
people\human\c0701\obj\face\f0103\texture\c0701f0103_etc_norm.dds,256x512,BC3_UNORM
people\human\c0701\obj\face\f0104\texture\c0701f0104_etc_norm.dds,256x512,BC3_UNORM
people\human\c0801\obj\face\f0001\texture\c0801f0001_etc_norm.dds,256x512,BC3_UNORM
people\human\c0801\obj\face\f0002\texture\c0801f0002_etc_norm.dds,256x512,BC3_UNORM
people\human\c0801\obj\face\f0003\texture\c0801f0003_etc_norm.dds,256x512,BC3_UNORM
people\human\c0801\obj\face\f0004\texture\c0801f0004_etc_norm.dds,256x512,BC3_UNORM
people\human\c0901\obj\face\f0001\texture\c0901f0001_etc_norm.dds,512x512,BC3_UNORM
people\human\c0901\obj\face\f0002\texture\c0901f0002_etc_norm.dds,512x512,BC3_UNORM
people\human\c0901\obj\face\f0003\texture\c0901f0003_etc_norm.dds,512x512,BC3_UNORM
people\human\c0901\obj\face\f0004\texture\c0901f0004_etc_norm.dds,512x512,BC3_UNORM
people\human\c0901\obj\face\f0103\texture\c0901f0103_etc_norm.dds,512x512,BC3_UNORM
people\human\c0901\obj\hair\h0009\texture\c0901h0009_hir_mask.dds,512x256,BC3_UNORM
people\human\c1001\obj\face\f0001\texture\c1001f0001_etc_norm.dds,256x512,BC3_UNORM
people\human\c1001\obj\face\f0002\texture\c1001f0002_etc_norm.dds,256x512,BC3_UNORM
people\human\c1001\obj\face\f0003\texture\c1001f0003_etc_norm.dds,256x512,BC3_UNORM
people\human\c1001\obj\face\f0004\texture\c1001f0004_etc_norm.dds,256x512,BC3_UNORM
people\human\c1101\obj\face\f0001\texture\c1101f0001_etc_norm.dds,256x512,BC3_UNORM
people\human\c1101\obj\face\f0002\texture\c1101f0002_etc_norm.dds,256x512,BC3_UNORM
people\human\c1101\obj\face\f0003\texture\c1101f0003_etc_norm.dds,256x512,BC3_UNORM
people\human\c1101\obj\face\f0004\texture\c1101f0004_etc_norm.dds,512x512,BC3_UNORM
people\human\c1201\obj\face\f0001\texture\c1201f0001_etc_norm.dds,256x512,BC3_UNORM
people\human\c1201\obj\face\f0002\texture\c1201f0002_etc_norm.dds,256x512,BC3_UNORM
people\human\c1201\obj\face\f0003\texture\c1201f0003_etc_norm.dds,256x512,BC3_UNORM
people\human\c1201\obj\face\f0004\texture\c1201f0004_etc_norm.dds,256x512,BC3_UNORM
people\human\c1201\obj\face\f0202\texture\c1201f0202_etc_norm.dds,256x256,BC3_UNORM
people\human\c1301\obj\face\f0001\texture\c1301f0001_etc_norm.dds,256x256,BC3_UNORM
people\human\c1301\obj\face\f0002\texture\c1301f0002_etc_norm.dds,256x256,BC3_UNORM
people\human\c1301\obj\face\f0003\texture\c1301f0003_etc_norm.dds,256x256,BC3_UNORM
people\human\c1301\obj\face\f0004\texture\c1301f0004_etc_norm.dds,256x256,BC3_UNORM
people\human\c1401\obj\face\f0001\texture\c1401f0001_etc_norm.dds,256x512,BC3_UNORM
people\human\c1401\obj\face\f0002\texture\c1401f0002_etc_norm.dds,256x512,BC3_UNORM
people\human\c1401\obj\face\f0003\texture\c1401f0003_etc_norm.dds,256x512,BC3_UNORM
people\human\c1401\obj\face\f0004\texture\c1401f0004_etc_norm.dds,256x512,BC3_UNORM
people\human\c1501\obj\face\f0001\texture\c1501f0001_etc_norm.dds,512x512,BC3_UNORM
people\human\c1501\obj\face\f0002\texture\c1501f0002_etc_norm.dds,512x512,BC3_UNORM
people\human\c1501\obj\face\f0003\texture\c1501f0003_etc_norm.dds,512x512,BC3_UNORM
people\human\c1501\obj\face\f0004\texture\c1501f0004_etc_norm.dds,512x512,BC3_UNORM
people\human\c1501\obj\face\f0005\texture\c1501f0005_etc_norm.dds,512x512,BC3_UNORM
people\human\c1501\obj\face\f0006\texture\c1501f0006_etc_norm.dds,512x512,BC3_UNORM
people\human\c1501\obj\face\f0007\texture\c1501f0007_etc_norm.dds,512x512,BC3_UNORM
people\human\c1501\obj\face\f0008\texture\c1501f0008_etc_norm.dds,512x512,BC3_UNORM
people\human\c1601\obj\face\f0005\texture\c1601f0005_etc_norm.dds,512x512,BC3_UNORM
people\human\c1601\obj\face\f0006\texture\c1601f0006_etc_norm.dds,512x512,BC3_UNORM
people\human\c1601\obj\face\f0007\texture\c1601f0007_etc_norm.dds,512x512,BC3_UNORM
people\human\c1601\obj\face\f0008\texture\c1601f0008_etc_norm.dds,512x512,BC3_UNORM
people\human\c1601\obj\face\f0201\texture\c1601f0201_etc_norm.dds,256x512,BC3_UNORM
people\human\c1701\obj\face\f0001\texture\c1701f0001_etc_norm.dds,512x512,BC3_UNORM
people\human\c1701\obj\face\f0002\texture\c1701f0002_etc_norm.dds,512x512,BC3_UNORM
people\human\c1701\obj\face\f0003\texture\c1701f0003_etc_norm.dds,512x512,BC3_UNORM
people\human\c1701\obj\face\f0004\texture\c1701f0004_etc_norm.dds,512x512,BC3_UNORM
people\human\c1701\obj\face\f0101\texture\c1701f0101_etc_norm.dds,512x512,BC3_UNORM
people\human\c1701\obj\face\f0102\texture\c1701f0102_etc_norm.dds,512x512,BC3_UNORM
people\human\c1701\obj\face\f0103\texture\c1701f0103_etc_norm.dds,512x512,BC3_UNORM
people\human\c1701\obj\face\f0104\texture\c1701f0104_etc_norm.dds,512x512,BC3_UNORM
people\human\c1801\obj\face\f0001\texture\c1801f0001_etc_norm.dds,512x512,BC3_UNORM
people\human\c1801\obj\face\f0002\texture\c1801f0002_etc_norm.dds,512x512,BC3_UNORM
people\human\c1801\obj\face\f0003\texture\c1801f0003_etc_norm.dds,512x512,BC3_UNORM
people\human\c1801\obj\face\f0004\texture\c1801f0004_etc_norm.dds,512x512,BC3_UNORM
people\human\c1801\obj\face\f0101\texture\c1801f0101_etc_norm.dds,512x512,BC3_UNORM
people\human\c1801\obj\face\f0102\texture\c1801f0102_etc_norm.dds,512x512,BC3_UNORM
people\human\c1801\obj\face\f0103\texture\c1801f0103_etc_norm.dds,512x512,BC3_UNORM
people\human\c1801\obj\face\f0104\texture\c1801f0104_etc_norm.dds,512x512,BC3_UNORM
people\human\c1801\obj\hair\h0017\texture\c1801h0017_acc_norm.dds,256x256,BC3_UNORM
