filename,dimensions,format
people\human\c0101\obj\hair\h0109\texture\c0101h0109_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0109\texture\c0101h0109_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0111\texture\c0101h0111_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0111\texture\c0101h0111_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0112\texture\c0101h0112_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0112\texture\c0101h0112_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0113\texture\c0101h0113_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0113\texture\c0101h0113_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0114\texture\c0101h0114_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0114\texture\c0101h0114_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0116\texture\c0101h0116_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0116\texture\c0101h0116_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0117\texture\c0101h0117_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0117\texture\c0101h0117_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0120\texture\c0101h0120_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0120\texture\c0101h0120_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0121\texture\c0101h0121_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0121\texture\c0101h0121_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0122\texture\c0101h0122_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0122\texture\c0101h0122_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0123\texture\c0101h0123_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0123\texture\c0101h0123_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0124\texture\c0101h0124_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0124\texture\c0101h0124_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0125\texture\c0101h0125_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0125\texture\c0101h0125_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0126\texture\c0101h0126_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0126\texture\c0101h0126_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0127\texture\c0101h0127_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0127\texture\c0101h0127_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0128\texture\c0101h0128_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0128\texture\c0101h0128_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0129\texture\c0101h0129_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0129\texture\c0101h0129_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0131\texture\c0101h0131_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0131\texture\c0101h0131_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0132\texture\c0101h0132_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0132\texture\c0101h0132_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0135\texture\c0101h0135_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0135\texture\c0101h0135_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0136\texture\c0101h0136_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0136\texture\c0101h0136_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0137\texture\c0101h0137_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0137\texture\c0101h0137_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0138\texture\c0101h0138_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0138\texture\c0101h0138_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0140\texture\c0101h0140_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0140\texture\c0101h0140_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0141\texture\c0101h0141_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0141\texture\c0101h0141_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0142\texture\c0101h0142_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0142\texture\c0101h0142_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0143\texture\c0101h0143_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0143\texture\c0101h0143_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0145\texture\c0101h0145_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0145\texture\c0101h0145_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0146\texture\c0101h0146_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0146\texture\c0101h0146_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0147\texture\c0101h0147_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0147\texture\c0101h0147_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0148\texture\c0101h0148_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0148\texture\c0101h0148_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0149\texture\c0101h0149_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0149\texture\c0101h0149_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0150\texture\c0101h0150_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0150\texture\c0101h0150_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0151\texture\c0101h0151_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0151\texture\c0101h0151_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0152\texture\c0101h0152_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0152\texture\c0101h0152_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0153\texture\c0101h0153_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0153\texture\c0101h0153_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0154\texture\c0101h0154_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0154\texture\c0101h0154_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0155\texture\c0101h0155_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0155\texture\c0101h0155_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0156\texture\c0101h0156_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0156\texture\c0101h0156_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0157\texture\c0101h0157_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0157\texture\c0101h0157_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0158\texture\c0101h0158_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0158\texture\c0101h0158_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0160\texture\c0101h0160_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0160\texture\c0101h0160_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0161\texture\c0101h0161_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0161\texture\c0101h0161_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0162\texture\c0101h0162_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0162\texture\c0101h0162_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0163\texture\c0101h0163_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0163\texture\c0101h0163_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0164\texture\c0101h0164_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0164\texture\c0101h0164_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0165\texture\c0101h0165_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0165\texture\c0101h0165_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0166\texture\c0101h0166_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0166\texture\c0101h0166_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0167\texture\c0101h0167_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0167\texture\c0101h0167_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0168\texture\c0101h0168_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0168\texture\c0101h0168_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0169\texture\c0101h0169_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0169\texture\c0101h0169_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0170\texture\c0101h0170_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0170\texture\c0101h0170_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0171\texture\c0101h0171_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0171\texture\c0101h0171_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0173\texture\c0101h0173_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0173\texture\c0101h0173_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0174\texture\c0101h0174_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0174\texture\c0101h0174_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0175\texture\c0101h0175_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0175\texture\c0101h0175_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0176\texture\c0101h0176_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0176\texture\c0101h0176_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0177\texture\c0101h0177_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0177\texture\c0101h0177_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0178\texture\c0101h0178_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0101\obj\hair\h0178\texture\c0101h0178_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0104\obj\body\b0001\texture\c0104b0001_norm.dds,1024x2048,BC7_UNORM
people\human\c0104\obj\face\f0001\texture\c0104f0001_etc_mask.dds,128x64,BC7_UNORM
people\human\c0104\obj\face\f0001\texture\c0104f0001_fac_base.dds,256x512,BC7_UNORM
people\human\c0104\obj\face\f0001\texture\c0104f0001_fac_norm.dds,256x512,BC7_UNORM
people\human\c0104\obj\face\f0002\texture\c0104f0002_etc_mask.dds,256x256,BC7_UNORM
people\human\c0104\obj\face\f0002\texture\c0104f0002_fac_base.dds,256x512,BC7_UNORM
people\human\c0104\obj\face\f0002\texture\c0104f0002_fac_norm.dds,256x512,BC7_UNORM
people\human\c0104\obj\hair\h0001\texture\c0104h0001_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0104\obj\hair\h0001\texture\c0104h0001_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0104\obj\hair\h0002\texture\c0104h0002_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0104\obj\hair\h0002\texture\c0104h0002_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0104\obj\hair\h0003\texture\c0104h0003_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0104\obj\hair\h0003\texture\c0104h0003_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0104\obj\hair\h0005\texture\c0104h0005_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0104\obj\hair\h0005\texture\c0104h0005_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\body\b0001\texture\c0201b0001_norm.dds,1024x2048,BC7_UNORM
people\human\c0201\obj\face\f0001\texture\c0201f0001_etc_mask.dds,256x512,BC7_UNORM
people\human\c0201\obj\face\f0001\texture\c0201f0001_fac_base.dds,256x512,BC7_UNORM
people\human\c0201\obj\face\f0001\texture\c0201f0001_fac_norm.dds,512x1024,BC7_UNORM
people\human\c0201\obj\face\f0002\texture\c0201f0002_etc_mask.dds,256x512,BC7_UNORM
people\human\c0201\obj\face\f0002\texture\c0201f0002_fac_base.dds,256x512,BC7_UNORM
people\human\c0201\obj\face\f0002\texture\c0201f0002_fac_norm.dds,512x1024,BC7_UNORM
people\human\c0201\obj\face\f0003\texture\c0201f0003_etc_mask.dds,256x512,BC7_UNORM
people\human\c0201\obj\face\f0003\texture\c0201f0003_fac_base.dds,256x512,BC7_UNORM
people\human\c0201\obj\face\f0003\texture\c0201f0003_fac_norm.dds,512x1024,BC7_UNORM
people\human\c0201\obj\face\f0004\texture\c0201f0004_etc_mask.dds,256x512,BC7_UNORM
people\human\c0201\obj\face\f0004\texture\c0201f0004_fac_base.dds,256x512,BC7_UNORM
people\human\c0201\obj\face\f0004\texture\c0201f0004_fac_norm.dds,512x1024,BC7_UNORM
people\human\c0201\obj\face\f0005\texture\c0201f0005_etc_mask.dds,256x512,BC7_UNORM
people\human\c0201\obj\face\f0005\texture\c0201f0005_fac_base.dds,256x512,BC7_UNORM
people\human\c0201\obj\face\f0005\texture\c0201f0005_fac_norm.dds,512x1024,BC7_UNORM
people\human\c0201\obj\hair\h0001\texture\c0201h0001_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0001\texture\c0201h0001_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0002\texture\c0201h0002_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0002\texture\c0201h0002_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0003\texture\c0201h0003_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0003\texture\c0201h0003_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0004\texture\c0201h0004_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0004\texture\c0201h0004_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0005\texture\c0201h0005_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0005\texture\c0201h0005_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0006\texture\c0201h0006_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0006\texture\c0201h0006_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0007\texture\c0201h0007_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0007\texture\c0201h0007_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0008\texture\c0201h0008_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0008\texture\c0201h0008_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0009\texture\c0201h0009_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0009\texture\c0201h0009_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0010\texture\c0201h0010_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0010\texture\c0201h0010_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0011\texture\c0201h0011_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0011\texture\c0201h0011_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0012\texture\c0201h0012_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0012\texture\c0201h0012_hir_norm.dds,2048x1024,BC7_UNORM
people\human\c0201\obj\hair\h0013\texture\c0201h0013_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0013\texture\c0201h0013_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0014\texture\c0201h0014_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0014\texture\c0201h0014_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0015\texture\c0201h0015_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0015\texture\c0201h0015_hir_norm.dds,2048x1024,BC7_UNORM
people\human\c0201\obj\hair\h0051\texture\c0201h0051_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0051\texture\c0201h0051_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0052\texture\c0201h0052_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0052\texture\c0201h0052_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0053\texture\c0201h0053_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0053\texture\c0201h0053_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0054\texture\c0201h0054_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0054\texture\c0201h0054_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0061\texture\c0201h0061_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0061\texture\c0201h0061_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0101\texture\c0201h0101_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0101\texture\c0201h0101_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0102\texture\c0201h0102_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0102\texture\c0201h0102_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0103\texture\c0201h0103_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0103\texture\c0201h0103_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0104\texture\c0201h0104_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0104\texture\c0201h0104_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0105\texture\c0201h0105_hir_mask.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0105\texture\c0201h0105_hir_norm.dds,1024x512,BC7_UNORM
people\human\c0201\obj\hair\h0106\texture\c0201h0106_hir_mask.dds,1024x512,BC7_UNORM
