index,filename,dimensions,format
5301,6-3_output\hou\w1h1\texture\w1h1_b0_mtst1_n.dds,1024x1024,BC3_UNORM
5301,7-0_output\hou\w1h1\texture\w1h1_b0_mtst1_n.dds,1024x1024,BC7_UNORM
5302,6-3_output\hou\w1h1\texture\w1h1_b0_mtst2_n.dds,1024x1024,BC3_UNORM
5302,7-0_output\hou\w1h1\texture\w1h1_b0_mtst2_n.dds,1024x1024,BC7_UNORM
5303,6-3_output\hou\w1h1\texture\w1h1_b0_roof1_n.dds,256x256,BC3_UNORM
5303,7-0_output\hou\w1h1\texture\w1h1_b0_roof1_n.dds,256x256,BC7_UNORM
5304,6-3_output\hou\w1h1\texture\w1h1_b0_stbl2_n.dds,512x512,BC3_UNORM
5304,7-0_output\hou\w1h1\texture\w1h1_b0_stbl2_n.dds,512x512,BC7_UNORM
5305,6-3_output\hou\w1h1\texture\w1h1_b0_stbl3_n.dds,512x512,BC3_UNORM
5305,7-0_output\hou\w1h1\texture\w1h1_b0_stbl3_n.dds,512x512,BC7_UNORM
5306,6-3_output\hou\w1h1\texture\w1h1_b0_stbl4_n.dds,512x512,BC3_UNORM
5306,7-0_output\hou\w1h1\texture\w1h1_b0_stbl4_n.dds,512x512,BC7_UNORM
5307,6-3_output\hou\w1h1\texture\w1h1_p0_plan1_d.dds,512x512,BC1_UNORM
5307,7-0_output\hou\w1h1\texture\w1h1_p0_plan1_d.dds,512x512,BC7_UNORM
5308,6-3_output\hou\w1h1\texture\w1h1_p0_plnt1_d.dds,256x256,BC1_UNORM
5308,7-0_output\hou\w1h1\texture\w1h1_p0_plnt1_d.dds,256x256,BC7_UNORM
5309,6-3_output\hou\w1h1\texture\w1h1_p0_plnt5_d.dds,256x512,BC1_UNORM
5309,7-0_output\hou\w1h1\texture\w1h1_p0_plnt5_d.dds,256x512,BC7_UNORM
5310,6-3_output\hou\w1h1\texture\w1h1_p0_sbo1b_d.dds,128x256,BC1_UNORM
5310,7-0_output\hou\w1h1\texture\w1h1_p0_sbo1b_d.dds,128x256,BC7_UNORM
5311,6-3_output\hou\w1h1\texture\w1h1_p2_tre1a_d.dds,512x512,BC1_UNORM
5311,7-0_output\hou\w1h1\texture\w1h1_p2_tre1a_d.dds,512x512,BC7_UNORM
5312,6-3_output\hou\w1h1\texture\w1h1_p2_tre1b_d.dds,512x512,BC1_UNORM
5312,7-0_output\hou\w1h1\texture\w1h1_p2_tre1b_d.dds,512x512,BC7_UNORM
5313,6-3_output\hou\w1h1\texture\w1h1_w1_plant_d.dds,256x256,BC1_UNORM
5313,7-0_output\hou\w1h1\texture\w1h1_w1_plant_d.dds,256x256,BC7_UNORM
5314,6-3_output\hou\w1h1\texture\w1h1_w1_terr1_n.dds,256x256,BC3_UNORM
5314,7-0_output\hou\w1h1\texture\w1h1_w1_terr1_n.dds,256x256,BC7_UNORM
5315,6-3_output\hou\w1h1\texture\_w1h1_p0_leaf5_d.dds,1024x1024,BC1_UNORM
5315,7-0_output\hou\w1h1\texture\_w1h1_p0_leaf5_d.dds,1024x1024,BC7_UNORM
5316,6-3_output\hou\w1h1\texture\_w1h1_p1_duck1_d.dds,1024x1024,BC1_UNORM
5316,7-0_output\hou\w1h1\texture\_w1h1_p1_duck1_d.dds,1024x1024,BC7_UNORM
5317,6-3_output\ind\common\texture\e1h0_p_dor0002_0a_n.dds,512x512,BC3_UNORM
5317,7-0_output\ind\common\texture\e1h0_p_dor0002_0a_n.dds,512x512,BC7_UNORM
5318,6-3_output\ind\common\texture\e1i0_i_com0000_0a_n.dds,512x512,BC1_UNORM
5318,7-0_output\ind\common\texture\e1i0_i_com0000_0a_n.dds,512x512,BC7_UNORM
5319,6-3_output\ind\common\texture\e1i0_i_ent0000_0a_n.dds,512x512,BC1_UNORM
5319,7-0_output\ind\common\texture\e1i0_i_ent0000_0a_n.dds,512x512,BC7_UNORM
5320,6-3_output\ind\common\texture\e1i0_i_ent0000_0b_n.dds,256x256,BC1_UNORM
5320,7-0_output\ind\common\texture\e1i0_i_ent0000_0b_n.dds,256x256,BC7_UNORM
5321,6-3_output\ind\common\texture\e1i0_i_rom0000_0a_n.dds,512x512,BC1_UNORM
5321,7-0_output\ind\common\texture\e1i0_i_rom0000_0a_n.dds,512x512,BC7_UNORM
5322,6-3_output\ind\common\texture\f1h0_p_wid0001_0a_n.dds,256x256,BC3_UNORM
5322,7-0_output\ind\common\texture\f1h0_p_wid0001_0a_n.dds,256x256,BC7_UNORM
5323,6-3_output\ind\common\texture\r1i6_p_flw0001_0a_d.dds,256x256,BC1_UNORM
5323,7-0_output\ind\common\texture\r1i6_p_flw0001_0a_d.dds,256x256,BC7_UNORM
5324,6-3_output\ind\common\texture\s1h0_p_wid0001_0a_n.dds,512x512,BC3_UNORM
5324,7-0_output\ind\common\texture\s1h0_p_wid0001_0a_n.dds,512x512,BC7_UNORM
5325,6-3_output\ind\common\texture\w1h0_p_wid0001_0a_n.dds,512x512,BC3_UNORM
5325,7-0_output\ind\common\texture\w1h0_p_wid0001_0a_n.dds,512x512,BC7_UNORM
5326,6-3_output\ind\common\texture\w1i0_i_enc0000_0b_n.dds,512x512,BC3_UNORM
5326,7-0_output\ind\common\texture\w1i0_i_enc0000_0b_n.dds,512x512,BC7_UNORM
5327,6-3_output\l_rof\0004\texture\r1h0_l_rof0004_1b_d.dds,512x512,BC3_UNORM
5327,7-0_output\l_rof\0004\texture\r1h0_l_rof0004_1b_d.dds,512x512,BC7_UNORM
5328,6-3_output\l_wal\0004\texture\r1h0_l_wal0004_0d_d.dds,512x512,BC1_UNORM
5328,7-0_output\l_wal\0004\texture\r1h0_l_wal0004_0d_d.dds,512x512,BC7_UNORM
5329,6-3_output\m_rof\0004\texture\r1h0_m_rof0004_1b_d.dds,512x512,BC3_UNORM
5329,7-0_output\m_rof\0004\texture\r1h0_m_rof0004_1b_d.dds,512x512,BC7_UNORM
5330,6-3_output\m_rof\0004\texture\r1h0_m_rof0004_1d_d.dds,512x512,BC1_UNORM
5330,7-0_output\m_rof\0004\texture\r1h0_m_rof0004_1d_d.dds,512x512,BC7_UNORM
5331,6-3_output\m_wal\0004\texture\r1h0_m_wal0004_0d_d.dds,512x512,BC1_UNORM
5331,7-0_output\m_wal\0004\texture\r1h0_m_wal0004_0d_d.dds,512x512,BC7_UNORM
5332,6-3_output\ome\z3o2\texture\z3o2_a1_flo01_n.dds,1024x1024,BC3_UNORM
5332,7-0_output\ome\z3o2\texture\z3o2_a1_flo01_n.dds,1024x1024,BC7_UNORM
5333,6-3_output\ome\z3o2\texture\_z3o2_p1_lea01_d.dds,1024x1024,BC1_UNORM
5333,7-0_output\ome\z3o2\texture\_z3o2_p1_lea01_d.dds,1024x1024,BC7_UNORM
5334,6-3_output\ome\z3o2\texture\_z3o2_p1_lea02_d.dds,512x512,BC1_UNORM
5334,7-0_output\ome\z3o2\texture\_z3o2_p1_lea02_d.dds,512x512,BC7_UNORM
5335,6-3_output\ome\z3o3\texture\z3o3_a1_ton02_n.dds,256x256,BC3_UNORM
5335,7-0_output\ome\z3o3\texture\z3o3_a1_ton02_n.dds,256x256,BC7_UNORM
5336,6-3_output\ome\z3o3\texture\_z3o3_a1_moc01_d.dds,1024x1024,BC1_UNORM
5336,7-0_output\ome\z3o3\texture\_z3o3_a1_moc01_d.dds,1024x1024,BC7_UNORM
5337,6-3_output\ome\z3o4\texture\z3o4_a0_zet01_d.dds,1024x1024,BC1_UNORM
5337,7-0_output\ome\z3o4\texture\z3o4_a0_zet01_d.dds,1024x1024,BC7_UNORM
5338,6-3_output\ome\z3o4\texture\z3o4_a0_zet02_d.dds,1024x512,BC1_UNORM
5338,7-0_output\ome\z3o4\texture\z3o4_a0_zet02_d.dds,1024x512,BC7_UNORM
5339,6-3_output\ome\z3o4\texture\z3o4_p1_flw01_d.dds,512x256,BC1_UNORM
5339,7-0_output\ome\z3o4\texture\z3o4_p1_flw01_d.dds,512x256,BC7_UNORM
5340,6-3_output\ome\z3o4\texture\z3o4_p1_tre01_d.dds,1024x1024,BC1_UNORM
5340,7-0_output\ome\z3o4\texture\z3o4_p1_tre01_d.dds,1024x1024,BC7_UNORM
5341,6-3_output\ome\z3o4\texture\z3o4_t1_flo01_n.dds,1024x1024,BC3_UNORM
5341,7-0_output\ome\z3o4\texture\z3o4_t1_flo01_n.dds,1024x1024,BC7_UNORM
5342,6-3_output\ome\z3o4\texture\_z3o4_a1_win01_d.dds,512x1024,BC1_UNORM
5342,7-0_output\ome\z3o4\texture\_z3o4_a1_win01_d.dds,512x1024,BC7_UNORM
5343,6-3_output\ome\z3o4\texture\_z3o4_p1_flo01_d.dds,512x1024,BC1_UNORM
5343,7-0_output\ome\z3o4\texture\_z3o4_p1_flo01_d.dds,512x1024,BC7_UNORM
5344,6-3_output\ome\z3o4\texture\_z3o4_p1_gra01_d.dds,512x512,BC1_UNORM
5344,7-0_output\ome\z3o4\texture\_z3o4_p1_gra01_d.dds,512x512,BC7_UNORM
5345,6-3_output\ome\z3o4\texture\_z3o4_p1_ibr01_d.dds,1024x512,BC1_UNORM
5345,7-0_output\ome\z3o4\texture\_z3o4_p1_ibr01_d.dds,1024x512,BC7_UNORM
5346,6-3_output\ome\z3o7\texture\z3o7_a0_g0001_d.dds,1024x1024,BC1_UNORM
5346,7-0_output\ome\z3o7\texture\z3o7_a0_g0001_d.dds,1024x1024,BC7_UNORM
5347,6-3_output\ome\z3o7\texture\z3o7_a1_lamp_n.dds,512x512,BC3_UNORM
5347,7-0_output\ome\z3o7\texture\z3o7_a1_lamp_n.dds,512x512,BC7_UNORM
5348,6-3_output\ome\z3o7\texture\z3o7_a1_plan1_d.dds,1024x512,BC1_UNORM
5348,7-0_output\ome\z3o7\texture\z3o7_a1_plan1_d.dds,1024x512,BC7_UNORM
5349,6-3_output\ome\z3o7\texture\z3o7_a1_tawa1_d.dds,512x256,BC1_UNORM
5349,7-0_output\ome\z3o7\texture\z3o7_a1_tawa1_d.dds,512x256,BC7_UNORM
5350,6-3_output\ome\z3o7\texture\z3o7_a3_wind1_d.dds,512x512,BC1_UNORM
5350,7-0_output\ome\z3o7\texture\z3o7_a3_wind1_d.dds,512x512,BC7_UNORM
5351,6-3_output\ome\z3o7\texture\z3o7_a3_wind2_d.dds,512x512,BC1_UNORM
5351,7-0_output\ome\z3o7\texture\z3o7_a3_wind2_d.dds,512x512,BC7_UNORM
5352,6-3_output\ome\z3o7\texture\z3o7_b1_flor1_n.dds,512x512,BC3_UNORM
5352,7-0_output\ome\z3o7\texture\z3o7_b1_flor1_n.dds,512x512,BC7_UNORM
5353,6-3_output\ome\z3o7\texture\z3o7_p1_kumo1_d.dds,512x512,BC1_UNORM
5353,7-0_output\ome\z3o7\texture\z3o7_p1_kumo1_d.dds,512x512,BC7_UNORM
5354,6-3_output\ome\z3o7\texture\z3o7_p1_kumo2_d.dds,1024x1024,BC1_UNORM
5354,7-0_output\ome\z3o7\texture\z3o7_p1_kumo2_d.dds,1024x1024,BC7_UNORM
5355,6-3_output\ome\z3o7\texture\z3o7_p1_kusa2_d.dds,2048x1024,BC1_UNORM
5355,7-0_output\ome\z3o7\texture\z3o7_p1_kusa2_d.dds,2048x1024,BC7_UNORM
5356,6-3_output\ome\z3o7\texture\z3o7_p1_plan1_d.dds,1024x1024,BC1_UNORM
5356,7-0_output\ome\z3o7\texture\z3o7_p1_plan1_d.dds,1024x1024,BC7_UNORM
5357,6-3_output\ome\z3o7\texture\z3o7_r1_plt01_d.dds,512x256,BC1_UNORM
5357,7-0_output\ome\z3o7\texture\z3o7_r1_plt01_d.dds,512x256,BC7_UNORM
5358,6-3_output\ome\z3o7\texture\z3o7_w0_g0002_n.dds,1024x1024,BC3_UNORM
5358,7-0_output\ome\z3o7\texture\z3o7_w0_g0002_n.dds,1024x1024,BC7_UNORM
5359,6-3_output\ome\z3o7\texture\_z3o7_p1_kusa1_d.dds,2048x2048,BC1_UNORM
5359,7-0_output\ome\z3o7\texture\_z3o7_p1_kusa1_d.dds,2048x2048,BC7_UNORM
5360,6-3_output\ome\z3o7\texture\_z3o7_p1_plnt1_d.dds,2048x2048,BC1_UNORM
5360,7-0_output\ome\z3o7\texture\_z3o7_p1_plnt1_d.dds,2048x2048,BC7_UNORM
5361,6-3_output\ome\z3o7\texture\_z3o7_p2_plnt1_d.dds,512x512,BC1_UNORM
5361,7-0_output\ome\z3o7\texture\_z3o7_p2_plnt1_d.dds,512x512,BC7_UNORM
5362,6-3_output\ome\z3o8\texture\z3o8_a0_blue1_d.dds,1024x1024,BC1_UNORM
5362,7-0_output\ome\z3o8\texture\z3o8_a0_blue1_d.dds,1024x1024,BC7_UNORM
5363,6-3_output\ome\z3o8\texture\z3o8_a0_blue1_n.dds,1024x1024,BC3_UNORM
5363,7-0_output\ome\z3o8\texture\z3o8_a0_blue1_n.dds,1024x1024,BC7_UNORM
5364,6-3_output\ome\z3o8\texture\z3o8_a0_bluk1_d.dds,1024x1024,BC1_UNORM
5364,7-0_output\ome\z3o8\texture\z3o8_a0_bluk1_d.dds,1024x1024,BC7_UNORM
5365,6-3_output\ome\z3o8\texture\z3o8_a0_bluk1_n.dds,1024x1024,BC3_UNORM
5365,7-0_output\ome\z3o8\texture\z3o8_a0_bluk1_n.dds,1024x1024,BC7_UNORM
5366,6-3_output\ome\z3o8\texture\z3o8_a0_flor6_n.dds,512x512,BC3_UNORM
5366,7-0_output\ome\z3o8\texture\z3o8_a0_flor6_n.dds,512x512,BC7_UNORM
5367,6-3_output\ome\z3o8\texture\z3o8_a0_flor7_n.dds,2048x2048,BC3_UNORM
5367,7-0_output\ome\z3o8\texture\z3o8_a0_flor7_n.dds,2048x2048,BC7_UNORM
5368,6-3_output\ome\z3o8\texture\z3o8_a0_kapa1_n.dds,256x256,BC3_UNORM
5368,7-0_output\ome\z3o8\texture\z3o8_a0_kapa1_n.dds,256x256,BC7_UNORM
5369,6-3_output\ome\z3o8\texture\z3o8_a0_lam02_n.dds,512x512,BC3_UNORM
5369,7-0_output\ome\z3o8\texture\z3o8_a0_lam02_n.dds,512x512,BC7_UNORM
5370,6-3_output\ome\z3o8\texture\z3o8_a0_lamp1_n.dds,512x512,BC3_UNORM
5370,7-0_output\ome\z3o8\texture\z3o8_a0_lamp1_n.dds,512x512,BC7_UNORM
5371,6-3_output\ome\z3o8\texture\z3o8_a0_pink1_d.dds,1024x1024,BC1_UNORM
5371,7-0_output\ome\z3o8\texture\z3o8_a0_pink1_d.dds,1024x1024,BC7_UNORM
5372,6-3_output\ome\z3o8\texture\z3o8_a0_pink1_n.dds,1024x1024,BC3_UNORM
5372,7-0_output\ome\z3o8\texture\z3o8_a0_pink1_n.dds,1024x1024,BC7_UNORM
5373,6-3_output\ome\z3o8\texture\z3o8_a0_tako1_n.dds,256x256,BC3_UNORM
5373,7-0_output\ome\z3o8\texture\z3o8_a0_tako1_n.dds,256x256,BC7_UNORM
5374,6-3_output\ome\z3o8\texture\z3o8_a0_ylow1_d.dds,1024x1024,BC1_UNORM
5374,7-0_output\ome\z3o8\texture\z3o8_a0_ylow1_d.dds,1024x1024,BC7_UNORM
5375,6-3_output\ome\z3o8\texture\z3o8_a0_ylow1_n.dds,1024x1024,BC3_UNORM
5375,7-0_output\ome\z3o8\texture\z3o8_a0_ylow1_n.dds,1024x1024,BC7_UNORM
5376,6-3_output\ome\z3o8\texture\z3o8_v0_metl1_n.dds,1024x1024,BC3_UNORM
5376,7-0_output\ome\z3o8\texture\z3o8_v0_metl1_n.dds,1024x1024,BC7_UNORM
5377,6-3_output\ome\z3oa\texture\_z3oa_a0_flo00_d.dds,2048x2048,BC1_UNORM
5377,7-0_output\ome\z3oa\texture\_z3oa_a0_flo00_d.dds,2048x2048,BC7_UNORM
5378,6-3_output\ome\z3oa\texture\_z3oa_a0_flo03_d.dds,2048x2048,BC1_UNORM
5378,7-0_output\ome\z3oa\texture\_z3oa_a0_flo03_d.dds,2048x2048,BC7_UNORM
5379,6-3_output\ome\z3oa\texture\_z3oa_a0_mis01_n.dds,1024x1024,BC3_UNORM
5379,7-0_output\ome\z3oa\texture\_z3oa_a0_mis01_n.dds,1024x1024,BC7_UNORM
5380,6-3_output\ome\z3oc\texture\z3oc_a1_cry01_n.dds,512x512,BC3_UNORM
5380,7-0_output\ome\z3oc\texture\z3oc_a1_cry01_n.dds,512x512,BC7_UNORM
5381,6-3_output\ome\z3oc\texture\z3oc_a1_flor6_n.dds,2048x2048,BC3_UNORM
5381,7-0_output\ome\z3oc\texture\z3oc_a1_flor6_n.dds,2048x2048,BC7_UNORM
5382,6-3_output\ome\z3oc\texture\z3oc_a1_rug02_d.dds,512x512,BC1_UNORM
5382,7-0_output\ome\z3oc\texture\z3oc_a1_rug02_d.dds,512x512,BC7_UNORM
5383,6-3_output\ome\z3oe\texture\collision_d.dds,32x32,BC3_UNORM
5383,7-0_output\ome\z3oe\texture\collision_d.dds,32x32,BC1_UNORM
5384,6-3_output\ome\z3of\texture\z3of_a0_flo03_n.dds,1024x1024,BC3_UNORM
5384,7-0_output\ome\z3of\texture\z3of_a0_flo03_n.dds,1024x1024,BC7_UNORM
5385,6-3_output\ome\z3of\texture\z3of_a0_gal03_d.dds,1024x1024,BC3_UNORM
5385,7-0_output\ome\z3of\texture\z3of_a0_gal03_d.dds,1024x1024,BC7_UNORM
5388,6-3_output\pvp\d2p1\grass\_grass4.dds,2048x512,BC1_UNORM
5388,7-0_output\pvp\d2p1\grass\_grass4.dds,2048x512,BC7_UNORM
5389,6-3_output\pvp\d2p1\texture\d2p1_b0_glas1_n.dds,256x512,BC3_UNORM
5389,7-0_output\pvp\d2p1\texture\d2p1_b0_glas1_n.dds,256x512,BC7_UNORM
5390,6-3_output\pvp\d2p1\texture\d2p1_l0_metl3_d.dds,256x256,BC1_UNORM
5390,7-0_output\pvp\d2p1\texture\d2p1_l0_metl3_d.dds,256x256,BC7_UNORM
5391,6-3_output\pvp\d2p1\texture\d2p1_l0_metl3_n.dds,256x256,BC3_UNORM
5391,7-0_output\pvp\d2p1\texture\d2p1_l0_metl3_n.dds,256x256,BC7_UNORM
5392,6-3_output\pvp\d2p1\texture\d2p1_l0_ston2_n.dds,512x512,BC3_UNORM
5392,7-0_output\pvp\d2p1\texture\d2p1_l0_ston2_n.dds,512x512,BC7_UNORM
5393,6-3_output\pvp\d2p1\texture\d2p1_l0_ston3_n.dds,512x512,BC3_UNORM
5393,7-0_output\pvp\d2p1\texture\d2p1_l0_ston3_n.dds,512x512,BC7_UNORM
5395,6-3_output\pvp\d2p1\texture\d2p1_l3_ston2_n.dds,256x512,BC3_UNORM
5395,7-0_output\pvp\d2p1\texture\d2p1_l3_ston2_n.dds,256x512,BC7_UNORM
5396,6-3_output\pvp\d2p1\texture\d2p1_m0_fnt01_d.dds,512x512,BC1_UNORM
5396,7-0_output\pvp\d2p1\texture\d2p1_m0_fnt01_d.dds,512x512,BC7_UNORM
5397,6-3_output\pvp\d2p1\texture\d2p1_m0_fnt02_d.dds,512x512,BC1_UNORM
5397,7-0_output\pvp\d2p1\texture\d2p1_m0_fnt02_d.dds,512x512,BC7_UNORM
5398,6-3_output\pvp\d2p1\texture\d2p1_p3_brn01_d.dds,256x512,BC1_UNORM
5398,7-0_output\pvp\d2p1\texture\d2p1_p3_brn01_d.dds,256x512,BC7_UNORM
5399,6-3_output\pvp\d2p1\texture\d2p1_p3_lef01_d.dds,512x1024,BC1_UNORM
5399,7-0_output\pvp\d2p1\texture\d2p1_p3_lef01_d.dds,512x1024,BC7_UNORM
5400,6-3_output\pvp\d2p1\texture\d2p1_p3_lod01_d.dds,512x512,BC1_UNORM
5400,7-0_output\pvp\d2p1\texture\d2p1_p3_lod01_d.dds,512x512,BC7_UNORM
5401,6-3_output\pvp\d2p1\texture\d2p1_pe_plt01_d.dds,1024x512,BC1_UNORM
5401,7-0_output\pvp\d2p1\texture\d2p1_pe_plt01_d.dds,1024x512,BC7_UNORM
5402,6-3_output\pvp\d2p1\texture\d2p1_v1_unt51_n.dds,512x512,BC3_UNORM
5402,7-0_output\pvp\d2p1\texture\d2p1_v1_unt51_n.dds,512x512,BC7_UNORM
5403,6-3_output\pvp\d2p1\texture\d2p1_v1_unt52_n.dds,512x512,BC3_UNORM
5403,7-0_output\pvp\d2p1\texture\d2p1_v1_unt52_n.dds,512x512,BC7_UNORM
5404,6-3_output\pvp\d2p1\texture\_d2p1_p1_hasu1_d.dds,1024x1024,BC1_UNORM
5404,7-0_output\pvp\d2p1\texture\_d2p1_p1_hasu1_d.dds,1024x1024,BC7_UNORM
5407,6-3_output\pvp\e3p1\texture\e3p1_a0_clt07_d.dds,1024x256,BC1_UNORM
5407,7-0_output\pvp\e3p1\texture\e3p1_a0_clt07_d.dds,1024x256,BC7_UNORM
5408,6-3_output\pvp\e3p1\texture\e3p1_a0_cry01_n.dds,512x512,BC3_UNORM
5408,7-0_output\pvp\e3p1\texture\e3p1_a0_cry01_n.dds,512x512,BC7_UNORM
5409,6-3_output\pvp\e3p1\texture\e3p1_a0_g0017_d.dds,128x128,BC1_UNORM
5409,7-0_output\pvp\e3p1\texture\e3p1_a0_g0017_d.dds,128x128,BC7_UNORM
5410,6-3_output\pvp\e3p1\texture\e3p1_a0_wod01_n.dds,256x256,BC3_UNORM
5410,7-0_output\pvp\e3p1\texture\e3p1_a0_wod01_n.dds,256x256,BC7_UNORM
5411,6-3_output\pvp\e3p1\texture\e3p1_a3_stn01_n.dds,1024x1024,BC3_UNORM
5411,7-0_output\pvp\e3p1\texture\e3p1_a3_stn01_n.dds,1024x1024,BC7_UNORM
5412,6-3_output\pvp\e3p1\texture\e3p1_a3_stn11_n.dds,1024x1024,BC3_UNORM
5412,7-0_output\pvp\e3p1\texture\e3p1_a3_stn11_n.dds,1024x1024,BC7_UNORM
5413,6-3_output\pvp\e3p1\texture\e3p1_a3_stn31_n.dds,1024x1024,BC3_UNORM
5413,7-0_output\pvp\e3p1\texture\e3p1_a3_stn31_n.dds,1024x1024,BC7_UNORM
5414,6-3_output\pvp\e3p1\texture\e3p1_a3_stn32_n.dds,1024x1024,BC3_UNORM
5414,7-0_output\pvp\e3p1\texture\e3p1_a3_stn32_n.dds,1024x1024,BC7_UNORM
5415,6-3_output\pvp\e3p1\texture\e3p1_a5_stn01_n.dds,2048x2048,BC3_UNORM
5415,7-0_output\pvp\e3p1\texture\e3p1_a5_stn01_n.dds,2048x2048,BC7_UNORM
5416,6-3_output\pvp\e3p1\texture\e3p1_p0_plt01_d.dds,512x512,BC1_UNORM
5416,7-0_output\pvp\e3p1\texture\e3p1_p0_plt01_d.dds,512x512,BC7_UNORM
5417,6-3_output\pvp\e3p1\texture\e3p1_p0_plt02_d.dds,512x256,BC1_UNORM
5417,7-0_output\pvp\e3p1\texture\e3p1_p0_plt02_d.dds,512x256,BC7_UNORM
5418,6-3_output\pvp\e3p1\texture\e3p1_p0_plt04_d.dds,256x256,BC1_UNORM
5418,7-0_output\pvp\e3p1\texture\e3p1_p0_plt04_d.dds,256x256,BC7_UNORM
5419,6-3_output\pvp\e3p1\texture\e3p1_t1_min03_n.dds,1024x1024,BC3_UNORM
5419,7-0_output\pvp\e3p1\texture\e3p1_t1_min03_n.dds,1024x1024,BC7_UNORM
5420,6-3_output\pvp\e3p1\texture\_e3p1_u0_g0004_d.dds,256x128,BC1_UNORM
5420,7-0_output\pvp\e3p1\texture\_e3p1_u0_g0004_d.dds,256x128,BC7_UNORM
5423,6-3_output\pvp\f1p1\texture\f1p1_b0_mrk01_d.dds,512x512,BC1_UNORM
5423,7-0_output\pvp\f1p1\texture\f1p1_b0_mrk01_d.dds,512x512,BC7_UNORM
5424,6-3_output\pvp\f1p1\texture\f1p1_b0_mrk02_d.dds,512x512,BC1_UNORM
5424,7-0_output\pvp\f1p1\texture\f1p1_b0_mrk02_d.dds,512x512,BC7_UNORM
5425,6-3_output\pvp\f1p1\texture\f1p1_p1_hasu1_d.dds,1024x2048,BC1_UNORM
5425,7-0_output\pvp\f1p1\texture\f1p1_p1_hasu1_d.dds,1024x2048,BC7_UNORM
5426,6-3_output\pvp\f1p1\texture\_f1p1_leafsdw02_d.dds,1024x1024,BC1_UNORM
5426,7-0_output\pvp\f1p1\texture\_f1p1_leafsdw02_d.dds,1024x1024,BC7_UNORM
5427,6-3_output\pvp\f1p1\texture\_f1p1_p1_kusa1_d.dds,2048x2048,BC1_UNORM
5427,7-0_output\pvp\f1p1\texture\_f1p1_p1_kusa1_d.dds,2048x2048,BC7_UNORM
5428,6-3_output\pvp\f1p1\texture\_f1p1_p1_kusa2_d.dds,1024x1024,BC1_UNORM
5428,7-0_output\pvp\f1p1\texture\_f1p1_p1_kusa2_d.dds,1024x1024,BC7_UNORM
5429,6-3_output\pvp\f1p1\texture\_f1p1_p1_tree1_d.dds,512x512,BC1_UNORM
5429,7-0_output\pvp\f1p1\texture\_f1p1_p1_tree1_d.dds,512x512,BC7_UNORM
5430,6-3_output\pvp\f1p1\texture\_f1p1_u3_koux1_d.dds,512x512,BC1_UNORM
5430,7-0_output\pvp\f1p1\texture\_f1p1_u3_koux1_d.dds,512x512,BC7_UNORM
5435,6-3_output\pvp\l1p1\texture\l1p1_b1_flag0_d.dds,128x512,BC1_UNORM
5435,7-0_output\pvp\l1p1\texture\l1p1_b1_flag0_d.dds,128x512,BC7_UNORM
5436,6-3_output\pvp\l1p1\texture\l1p1_q2_swod1_n.dds,1024x1024,BC3_UNORM
5436,7-0_output\pvp\l1p1\texture\l1p1_q2_swod1_n.dds,1024x1024,BC7_UNORM
5437,6-3_output\pvp\l1p1\texture\_l1p1_p1_hasu1_d.dds,1024x1024,BC1_UNORM
5437,7-0_output\pvp\l1p1\texture\_l1p1_p1_hasu1_d.dds,1024x1024,BC7_UNORM
5438,6-3_output\pvp\l1p1\texture\_l1p1_p1_leaf1_d.dds,1024x1024,BC1_UNORM
5438,7-0_output\pvp\l1p1\texture\_l1p1_p1_leaf1_d.dds,1024x1024,BC7_UNORM
5439,6-3_output\pvp\l1p2\texture\l1p2_a1_flag1_d.dds,256x256,BC1_UNORM
5439,7-0_output\pvp\l1p2\texture\l1p2_a1_flag1_d.dds,256x256,BC7_UNORM
5440,6-3_output\pvp\l1p2\texture\l1p2_a1_flag2_d.dds,256x256,BC1_UNORM
5440,7-0_output\pvp\l1p2\texture\l1p2_a1_flag2_d.dds,256x256,BC7_UNORM
5441,6-3_output\pvp\l1p2\texture\l1p2_d0_boss5_d.dds,512x128,BC1_UNORM
5441,7-0_output\pvp\l1p2\texture\l1p2_d0_boss5_d.dds,512x128,BC7_UNORM
5444,6-3_output\pvp\r2p1\texture\r2p1_b1_grnd3_n.dds,1024x1024,BC3_UNORM
5444,7-0_output\pvp\r2p1\texture\r2p1_b1_grnd3_n.dds,1024x1024,BC7_UNORM
5445,6-3_output\pvp\r2p1\texture\r2p1_b1_snow1_n.dds,1024x1024,BC1_UNORM
5445,7-0_output\pvp\r2p1\texture\r2p1_b1_snow1_n.dds,1024x1024,BC7_UNORM
5446,6-3_output\pvp\r2p1\texture\r2p1_b1_wra1a_d.dds,512x256,BC1_UNORM
5446,7-0_output\pvp\r2p1\texture\r2p1_b1_wra1a_d.dds,512x256,BC7_UNORM
5447,6-3_output\pvp\r2p1\texture\r2p1_b2_aet02_n.dds,512x512,BC3_UNORM
5447,7-0_output\pvp\r2p1\texture\r2p1_b2_aet02_n.dds,512x512,BC7_UNORM
5448,6-3_output\pvp\r2p1\texture\r2p1_b2_ice07_n.dds,1024x1024,BC3_UNORM
5448,7-0_output\pvp\r2p1\texture\r2p1_b2_ice07_n.dds,1024x1024,BC7_UNORM
5449,6-3_output\pvp\r2p1\texture\r2p1_b2_tent1_d.dds,1024x1024,BC1_UNORM
